ID,x_1,y_1,U,sigma_U,N_U,B,sigma_B,N_B,V,sigma_V,N_V,R,sigma_R,N_R,I,sigma_I,N_I,chi,sharp,vary,wt,ra_1,dec_1,cc,sigma_cc,source_id,ra_2,dec_2,x_2,y_2,plx,pmra,pmdec,plxe,pmrae,pmdece,pmcorr,g_mag,bp_rp,qflag,memberprob,x,y,mu_x,mu_y,r,theta,mu_r,mu_t,Del_CUBI,Del_CUBI_sigma,p_p1,p_p2
14119,-823.475,-482.569,18.13,0.0035,38,18.11,0.0038,36,17.406,0.0013,45,16.969,0.0055,15,16.561,0.0052,32,1.046,0.025,0.314,75.5,229.3157083333333,2.001777777777778,-1.529,0.0082565125809872,4421518782255263360,229.315718,2.00176,-0.3225,-0.0792,0.2359,4.0751,-9.9048,0.0807,0.0971,0.0757,0.1633,17.1917,0.9624,3,0.99994,-0.3220836304407257,-0.079207081460001,-0.0204169296181349,-0.0636002862851224,0.3316800065594687,-166.18393651837604,0.035014325979412,0.0568844830053757,0.5332830681605604,0.0082565125809872,0.314,0.686
17546,-483.156,-1428.73,16.72,0.0041,5,16.52,0.01,7,15.711,0.006,13,15.243,0.0021,6,14.779,0.0075,13,1.111,0.123,0.847,22.0,229.4103333333333,1.7389722222222224,-1.5410000000000004,0.0165245272247044,4421463398653579648,229.41035,1.73894,-0.228,-0.3421,0.1798,4.1407,-9.7585,0.0387,0.0364,0.0309,0.0275,15.4659,1.0638,3,0.99994,-0.2275445610052063,-0.3420415532501588,0.0484811641123158,0.0858355892244779,0.4108149843820614,-123.63400146521494,-0.098319109582131,-0.0071780458465756,0.703726800958328,0.0165245272247044,0.11036,0.88964
18795,-385.934,-538.82,16.924,0.003,35,16.876,0.0022,36,16.116,0.0015,54,15.669,0.0035,18,15.219,0.0028,30,1.11,-0.024,0.819,79.0,229.4373333333333,1.9861666666666664,-1.6090000000000035,0.0051497572758334,4421523833136764544,229.437323,1.986154,-0.201,-0.0949,0.1931,3.9351,-9.8338,0.042,0.0416,0.0388,-0.1837,15.8942,1.0078,3,0.99999,-0.2005560295495006,-0.0948332030150531,-0.156414635162683,0.018512758209417,0.2218469233114456,-154.6928078538669,0.1334896765390088,-0.0835988430966981,0.0691923656976197,0.0051497572758334,0.97792,0.02208
24880,-78.244,-779.804,18.168,0.0035,33,18.135,0.0029,39,17.467,0.0017,58,17.042,0.0046,21,16.628,0.0044,35,1.065,0.035,0.47,85.5,229.52283333333327,1.9192222222222224,-1.4740000000000038,0.0069591666167724,4421475527641251072,229.522843,1.919216,-0.1155,-0.1618,0.0706,3.913,-9.7975,0.0914,0.0972,0.0853,-0.1956,17.2679,0.9745,3,0.99999,-0.1150923240496229,-0.1617795851215284,-0.1757070330448135,0.0598288286840831,0.1985418777417934,-125.42859413911748,0.05310440206416,-0.1778549203270142,0.9648272266846192,0.0069591666167724,0.04268,0.95732
28973,33.831,-678.939,17.475,0.0029,35,17.422,0.0031,69,16.689,0.0027,90,16.267,0.0048,21,15.789,0.0047,64,1.067,-0.009,1.327,132.0,229.554,1.94725,-1.58,0.0070512410255216,4421475695143224576,229.553989,1.947235,-0.0844,-0.1338,0.1433,4.0105,-9.8928,0.0592,0.0589,0.0553,-0.2627,16.4906,1.01,3,1.0,-0.0839624571718466,-0.1337626432522339,-0.0772146872429927,-0.0359207441555747,0.1579308042914952,-122.116383406606,0.071474267525921,-0.0463015860242012,0.1917365567070619,0.0070512410255216,0.94008,0.05992
20414,-279.162,-502.85,16.334,0.0035,36,16.15,0.0027,60,15.327,0.0016,85,14.843,0.0029,21,14.348,0.0038,54,1.161,-0.027,1.294,121.5,229.467,1.996138888888889,-1.6179999999999968,0.0064241730985396,4421477039469820928,229.466995,1.996147,-0.1713,-0.0849,0.1008,3.9106,-9.9427,0.0294,0.0301,0.0279,-0.1995,15.082,1.0924,3,0.99999,-0.1709009755938431,-0.0848437080440344,-0.1799646470988429,-0.0917654320082604,0.1908025111301964,-153.59792165258577,0.2019986689647809,0.0021694362241271,0.1660492772443092,0.0064241730985396,0.95424,0.04576
20008,-302.272,-346.29,17.895,0.0073,36,17.842,0.0039,69,17.144,0.0018,90,16.719,0.0043,24,16.279,0.0051,62,1.026,-0.02,0.666,133.0,229.4605833333333,2.039638888888889,-1.509999999999998,0.0104747315001387,4421525761578851968,229.460569,2.039636,-0.1777,-0.0414,0.0743,4.2464,-9.8252,0.0701,0.0728,0.0652,-0.1683,16.9423,0.9481,3,0.99999,-0.1773183043201898,-0.041354026645868,0.1556136764894025,0.0297920919637829,0.1820767326343885,-166.8721815313195,-0.1583133429075699,0.0063301272939111,0.7131784750797807,0.0104747315001387,0.10176,0.89824
20975,-247.375,-345.16,17.783,0.0063,41,17.72,0.0028,70,17.028,0.0015,92,16.6,0.0031,25,16.163,0.0027,65,1.044,0.003,0.481,139.0,229.4758333333333,2.039944444444444,-1.4939999999999962,0.0079158069708653,4421525589780481024,229.475829,2.03995,-0.1625,-0.0411,0.0477,4.1604,-9.6899,0.0675,0.0695,0.0659,-0.2602,16.8161,0.964,2,0.99999,-0.1620680077489237,-0.0410416678860833,0.0701267547479942,0.1712114317744144,0.1671839036467828,-165.7893160606901,-0.1100112256736688,-0.1487570042973015,0.8615974112135906,0.0079158069708653,0.05092,0.94908
24444,-94.315,-470.783,17.965,0.0078,30,17.948,0.0012,215,17.232,0.001,243,16.805,0.0034,20,16.357,0.0032,65,0.999,0.013,0.258,279.5,229.518375,2.005055555555556,-1.5740000000000016,0.0086,4421478310780125568,229.518375,2.005056,-0.12,-0.076,0.0952,3.9584,-9.7534,0.0739,0.0786,0.0727,-0.234,17.0259,0.9685,3,1.0,-0.1195516719549842,-0.0759394458753834,-0.1304785253058885,0.1078608584909857,0.1416312172760385,-147.5762106701777,0.0523050791454603,-0.1610055559786647,0.1782424964784852,0.0086,0.94584,0.05416
21731,-207.522,-395.257,17.949,0.0048,37,17.92,0.0027,68,17.22,0.0019,88,16.795,0.0042,17,16.359,0.0034,65,0.988,-0.002,0.737,130.0,229.48691666666664,2.0260277777777778,-1.532,0.0070128453569146,4421525486700931072,229.486907,2.026034,-0.1514,-0.055,0.1085,4.0547,-9.6843,0.0753,0.0751,0.0695,-0.1802,17.0173,0.9708,3,1.0,-0.1509983716560463,-0.0549587619035801,-0.0352049092634026,0.1776363895928185,0.1606890592192011,-160.00005052762836,-0.027673272154171,-0.1789644169998527,0.523978685612804,0.0070128453569146,0.335,0.665
22879,-154.269,-379.961,17.822,0.0049,38,17.815,0.0026,73,17.111,0.0016,99,16.663,0.0052,21,16.243,0.0019,68,1.071,0.014,0.459,142.0,229.5017083333333,2.0302777777777776,-1.5650000000000048,0.0064140470843298,4421478585658389888,229.501709,2.030283,-0.1366,-0.0507,0.1349,4.1534,-9.7705,0.067,0.0734,0.0672,-0.233,16.8942,0.9707,2,1.0,-0.13620531374637,-0.0507111108656259,0.0639676093581287,0.0893701689885087,0.1453392729374029,-159.57900938709471,-0.0911301438503111,-0.0614343473461741,0.2571895143530904,0.0064140470843298,0.88624,0.11376
23408,-132.212,-398.182,17.233,0.004,38,17.117,0.0014,193,16.389,0.0012,224,15.952,0.0032,21,15.506,0.0021,65,1.025,0.023,0.639,263.0,229.5078333333333,2.0252222222222223,-1.495000000000001,0.0049325449820554,4421478585658050176,229.507842,2.025222,-0.1305,-0.0558,0.1252,3.8904,-9.7869,0.0451,0.0505,0.0481,-0.3029,16.1787,0.9988,3,1.0,-0.1300765871643084,-0.0557726261675297,-0.1988311209246828,0.0732727179262878,0.1415291643370261,-156.79191444491286,0.1538669561765924,-0.1456971710000636,0.9171803220925548,0.0049325449820554,0.04404,0.95596
26205,-35.664,-556.005,15.235,0.0037,33,15.017,0.0011,220,14.222,0.0007,250,13.749,0.0024,29,13.263,0.0023,71,1.363,0.135,0.672,294.0,229.53466666666665,1.981388888888889,-1.5359999999999996,0.0046260134024881,4421477451786640128,229.534674,1.981384,-0.1037,-0.0996,0.0973,4.0966,-9.7919,0.0186,0.0238,0.0185,-0.0147,13.9836,1.0695,3,1.0,-0.1032641668052593,-0.0996125686920744,0.0082555396709318,0.0681183200259055,0.1434787509961585,-136.03116096886217,-0.0532339611641884,-0.0432943972954894,0.6642648887588494,0.0046260134024881,0.13724,0.86276
25131,-69.139,-494.072,16.839,0.0048,37,16.723,0.0012,220,15.942,0.0009,251,15.485,0.0034,27,15.017,0.0023,71,1.056,0.025,0.55,296.0,229.525375,1.9985833333333332,-1.59,0.0055865910893853,4421478310780117248,229.525371,1.998587,-0.113,-0.0824,0.1554,4.2604,-9.8382,0.037,0.0397,0.0371,-0.2525,15.7149,1.0448,3,1.0,-0.1125604138670011,-0.0824089542533688,0.1717445309968364,0.0197698189060226,0.1395029838786411,-143.79099014662123,-0.1502537437368102,0.085503462853695,0.2625023394492426,0.0055865910893853,0.881,0.119
27962,10.887,-497.429,16.679,0.0028,36,16.557,0.0009,224,15.779,0.0006,251,15.322,0.0017,29,14.845,0.002,77,1.052,0.007,0.325,301.5,229.547625,1.9976666666666667,-1.589999999999998,0.0036687872655688,4421478345139844480,229.547611,1.997654,-0.0907,-0.0834,0.1015,4.2006,-9.7555,0.0362,0.0396,0.035,-0.1419,15.5514,1.045,3,1.0,-0.0903340290811029,-0.0833433831774067,0.1126725262003015,0.1070835997306709,0.1229079180910717,-137.30495379992917,-0.1554242642742835,-0.0023007751810745,0.2989626164939827,0.0036687872655688,0.8348,0.1652
30666,66.283,-617.909,17.852,0.0024,39,17.844,0.0017,220,17.148,0.0012,248,16.747,0.0037,24,16.291,0.0034,65,1.064,0.106,0.466,290.5,229.563,1.9641944444444444,-1.5450000000000017,0.0048062459362791,4421477172612008576,229.563011,1.964192,-0.0754,-0.1168,0.1562,4.1441,-9.9475,0.0771,0.0786,0.0713,-0.1873,16.9695,0.9781,3,1.0,-0.074944918283907,-0.1168061381798579,0.0566708800591943,-0.091529782842508,0.1387818961286866,-122.68496048176884,0.0464329005937897,0.0971250510235516,0.4218445601366991,0.0048062459362791,0.5774,0.4226
33811,117.271,-621.568,17.84,0.0032,36,17.838,0.0014,219,17.139,0.0013,242,16.731,0.0037,17,16.275,0.0031,64,1.008,0.034,0.44,281.5,229.57716666666667,1.9631666666666667,-1.5610000000000035,0.0048754486972995,4421477138252276224,229.577178,1.963171,-0.0612,-0.1179,0.1318,4.0808,-9.8572,0.0734,0.0772,0.0689,-0.1625,16.9494,0.9824,3,1.0,-0.0607862893241051,-0.1178277453775699,-0.0061661578524574,0.0029932637557895,0.1325833720741604,-117.28880789211487,0.0001669012880448,-0.0068522459480957,0.2892896941612562,0.0048754486972995,0.8486,0.1514
34813,131.426,-618.71,15.238,0.003,39,15.006,0.0011,224,14.18,0.001,253,13.702,0.0031,26,13.214,0.0021,68,1.244,0.003,1.293,297.5,229.581125,1.9639722222222225,-1.5600000000000005,0.0039786932528155,4421477142548959360,229.581113,1.963964,-0.0573,-0.1171,0.1333,4.3079,-10.105,0.0175,0.0179,0.0165,-0.1814,13.9418,1.0941,3,0.99981,-0.056853574056623,-0.1170348937337345,0.221052507377517,-0.253410205022524,0.1301133937543651,-115.90969829175872,0.1313485939005549,0.3095617707466347,0.4487528819953849,0.0039786932528155,0.51184,0.48816
35432,139.606,-626.957,16.151,0.0031,40,15.835,0.0012,202,14.981,0.001,236,14.497,0.0026,26,13.994,0.0024,68,1.161,-0.016,1.207,278.5,229.583375,1.961666666666667,-1.525000000000002,0.0042720018726587,4421477142548956288,229.583386,1.961674,-0.055,-0.1194,0.1158,3.8986,-9.7198,0.0242,0.025,0.0232,-0.198,14.74,1.1211,3,1.0,-0.0545819851029267,-0.119324969125512,-0.1881604547178774,0.1457756740469621,0.1312160102829701,-114.58044630340834,-0.0542960165696945,-0.2317473763565577,0.8119738614896747,0.0042720018726587,0.06052,0.93948
32577,98.658,-598.478,17.322,0.0022,38,17.265,0.0014,220,16.533,0.001,246,16.105,0.0041,30,15.641,0.0029,72,1.119,0.087,0.641,295.5,229.572,1.9695833333333332,-1.567000000000002,0.0041436698710201,4421477206971758464,229.572004,1.969587,-0.0664,-0.1114,0.0933,4.1235,-9.9682,0.0505,0.0524,0.0474,-0.1736,16.3358,1.0071,3,1.0,-0.0659569957124914,-0.1114115504209683,0.0363606865048253,-0.1121052567664195,0.1294714595987145,-120.62604980510736,0.0779444277067973,0.0883988365716817,0.3286246895367672,0.0041436698710201,0.78344,0.21656
28850,30.743,-519.138,16.404,0.0032,36,16.175,0.0009,222,15.357,0.0006,249,14.886,0.0016,29,14.395,0.0017,72,1.082,-0.002,0.429,298.5,229.553125,1.991638888888889,-1.551000000000002,0.0038405728739343,4421477486146377344,229.553129,1.991623,-0.0852,-0.0894,0.1142,3.9101,-9.959,0.0288,0.0344,0.0282,-0.0192,15.1206,1.0817,3,1.0,-0.0848197000113045,-0.0893746825832703,-0.1776571054874562,-0.102905923497411,0.1232161328595733,-133.50212265985746,0.1969385508024145,-0.0580248518212752,0.6241350706805093,0.0038405728739343,0.17396,0.82604
34877,132.303,-500.339,17.797,0.004,38,17.733,0.0009,227,17.04,0.0008,251,16.616,0.0038,30,16.176,0.0016,79,1.022,0.069,0.274,305.5,229.581375,1.9968611111111112,-1.493000000000002,0.0044922154890432,4421477554865844608,229.581356,1.996844,-0.057,-0.0842,0.189,4.1861,-9.5342,0.0773,0.0772,0.0663,-0.1328,16.8407,0.9778,3,0.99998,-0.0566095935881599,-0.084154953619968,0.0992744308415036,0.3385960305371002,0.1014233814511999,-123.92804493462133,-0.3363565475856528,-0.1066159341310941,0.8684303887283783,0.0044922154890432,0.04936,0.95064
25558,-55.426,-487.276,17.608,0.0039,38,17.599,0.0012,219,16.887,0.0011,250,16.461,0.0026,26,16.017,0.0024,72,1.0,0.013,0.404,295.0,229.52916666666664,2.000472222222222,-1.5730000000000004,0.0048836461788299,4421478310780116480,229.529181,2.000474,-0.1092,-0.0805,0.1076,3.9376,-9.5846,0.0609,0.0642,0.0599,-0.217,16.6784,0.9893,3,0.99999,-0.1087526136024116,-0.0805222233635652,-0.1509147595721059,0.2832091572244487,0.1353179937065552,-143.4831442420683,-0.0472387766541233,-0.317413278507234,0.2007788441787463,0.0048836461788299,0.93588,0.06412
27734,4.383,-422.786,16.282,0.0029,35,16.026,0.0006,219,15.19,0.0006,246,14.706,0.0016,29,14.214,0.0016,74,1.122,0.064,0.199,295.0,229.54579166666667,2.018388888888889,-1.5559999999999992,0.0034190641994557,4421478448219075968,229.545804,2.018387,-0.0926,-0.0626,0.1557,4.0624,-9.771,0.0262,0.0288,0.0259,-0.1468,14.9468,1.0998,3,1.0,-0.0921387596111968,-0.0626102956566814,-0.0255924501038764,0.091806535957167,0.1113983848397587,-145.8030376184397,-0.0304311212086932,-0.0903181067602495,0.5835137456434801,0.0034190641994557,0.23176,0.76824
28461,22.164,-426.785,16.837,0.0031,35,16.7,0.0008,221,15.936,0.0008,251,15.483,0.0022,29,15.014,0.0018,75,1.095,0.098,0.352,299.0,229.55075,2.0172777777777777,-1.5489999999999997,0.0037589892258425,4421478448219072256,229.550746,2.017277,-0.0876,-0.0637,0.1649,3.9197,-9.893,0.0377,0.0386,0.0351,-0.197,15.7169,1.0422,3,1.0,-0.0871998913242948,-0.0637205758326237,-0.1681378665202707,-0.0339333590648021,0.1080006149584805,-143.84285184013294,0.1557755654824602,-0.0718038175449529,0.5944854459124748,0.0037589892258425,0.21356,0.78644
26680,-21.957,-412.261,18.139,0.0049,37,18.111,0.0015,219,17.434,0.0013,248,17.033,0.0046,27,16.607,0.0045,73,1.089,0.277,0.512,295.0,229.5385,2.021305555555556,-1.4760000000000026,0.0069828361000384,4421478413859343616,229.538481,2.021304,-0.0999,-0.0597,0.0731,4.1832,-9.9265,0.0821,0.0892,0.08,-0.1041,17.2699,0.9608,3,1.0,-0.0994570274209279,-0.0596928527167552,0.0949588455608656,-0.0697710153211094,0.1159954178787742,-149.02834993900706,-0.0455146734404868,0.1086903465391322,0.9535581551452598,0.0069828361000384,0.04204,0.95796
26771,-19.432,-359.474,18.119,0.005,38,18.166,0.001,226,17.479,0.0008,251,17.057,0.0011,27,16.634,0.0025,77,0.965,0.043,0.225,302.0,229.5392083333333,2.035972222222222,-1.5790000000000006,0.0057662812973353,4421478654377521536,229.539183,2.035975,-0.0992,-0.045,0.1662,3.84,-9.9011,0.0777,0.0857,0.0778,-0.2003,17.2851,0.962,3,1.0,-0.0987545695744221,-0.0450219030040757,-0.2482205379422427,-0.0423582344737945,0.1085331136655435,-155.4919042847775,0.2434276490890765,-0.0644254231110573,0.1314160424130633,0.0057662812973353,0.96756,0.03244
29500,44.437,-464.461,17.06,0.0037,22,17.022,0.0008,220,16.29,0.0007,245,15.846,0.0026,26,15.386,0.0021,77,1.018,0.019,0.261,289.0,229.5569583333333,2.006805555555556,-1.597999999999999,0.004402272140611,4421478345139846784,229.556935,2.006811,-0.0814,-0.0742,0.1309,3.9062,-9.9929,0.0442,0.0517,0.0425,-0.095,16.0782,1.0101,3,1.0,-0.0810152534796436,-0.0741868981275307,-0.1814386694708061,-0.1372313020957312,0.10985065839655,-137.51919057633012,0.2264898981019892,-0.0213248003971159,0.1299005451423892,0.004402272140611,0.96632,0.03368
29413,42.563,-459.376,16.138,0.0052,27,15.876,0.0006,222,15.02,0.0006,253,14.532,0.0019,29,14.029,0.0013,76,1.106,0.004,0.35,297.5,229.55641666666665,2.0082222222222224,-1.5849999999999973,0.005426785420486,4421478379499585920,229.556415,2.008223,-0.0819,-0.0728,0.1393,4.1697,-9.7369,0.0262,0.0283,0.0253,-0.1419,14.7714,1.1126,3,1.0,-0.0815348635932583,-0.0727748725056251,0.0820565375844564,0.1273685434642046,0.109289139668044,-138.24912996894545,-0.1460318761698971,-0.0403820797736091,0.3494024026792126,0.005426785420486,0.74072,0.25928
30709,66.977,-423.208,17.759,0.004,37,17.755,0.001,223,17.046,0.001,254,16.622,0.002,36,16.185,0.002,77,0.999,0.067,0.236,307.0,229.5632083333333,2.0182777777777776,-1.565999999999999,0.0046904157598234,4421478375207520256,229.563199,2.018268,-0.0752,-0.0628,0.1378,4.0608,-9.4312,0.066,0.069,0.0629,-0.1777,16.8475,0.9835,3,0.99997,-0.0747545758881543,-0.0627302155364712,-0.0266113964089165,0.4447344066284876,0.09758753279733,-139.99834556142022,-0.2654945851101426,-0.3577841306363639,0.2515498753517268,0.0046904157598234,0.89248,0.10752
31544,82.047,-451.766,17.593,0.0058,32,17.521,0.0009,225,16.8,0.0008,257,16.372,0.0023,32,15.922,0.0018,78,0.983,0.018,0.222,305.5,229.567375,2.010333333333333,-1.527000000000001,0.0062048368229954,4421477623585339008,229.567388,2.010336,-0.071,-0.0707,0.1473,4.0046,-9.9392,0.0598,0.0678,0.0562,-0.1081,16.5924,0.9661,3,1.0,-0.0705685215084155,-0.0706624030538224,-0.0826964912091536,-0.0809442911413658,0.0998653665352736,-134.9619133305941,0.1157106577085386,-0.0013159100809864,0.6073131955484775,0.0062048368229954,0.19364,0.80636
32461,96.972,-436.996,17.714,0.0061,37,17.667,0.0008,226,16.963,0.0008,254,16.545,0.0015,30,16.092,0.0019,76,0.965,-0.03,0.197,304.5,229.57154166666663,2.0144444444444445,-1.5280000000000058,0.0064884512790033,4421478001542462080,229.571537,2.01444,-0.0668,-0.0666,0.1941,3.9123,-9.7188,0.0679,0.0738,0.0628,-0.1539,16.7541,0.9789,3,1.0,-0.066421910950911,-0.0665585861098765,-0.1748531583837335,0.1477038180646812,0.0940314609017461,-134.9411123646796,0.0189630534837425,-0.2281018357449676,0.5798635474416987,0.0064884512790033,0.23688,0.76312
34742,130.534,-420.929,17.374,0.0057,37,17.31,0.0007,229,16.557,0.0006,257,16.109,0.0026,38,15.655,0.0012,82,1.014,0.021,0.079,315.0,229.580875,2.0189166666666667,-1.5909999999999993,0.0059084684986889,4421478001542461184,229.580865,2.018903,-0.0575,-0.0621,0.0442,4.1218,-9.8203,0.0574,0.0647,0.0566,-0.2128,16.3364,1.0127,3,1.0,-0.0570995244769537,-0.0620959540443519,0.0349449320031994,0.0432237270291105,0.0843579468940093,-132.59968385779405,-0.0554702637958551,-0.0035339334195123,0.1369194792524712,0.0059084684986889,0.96312,0.03688
29914,52.236,-406.83,15.221,0.0028,35,15.054,0.0005,227,14.302,0.0005,255,13.835,0.0031,34,13.374,0.0008,77,1.103,0.029,0.442,306.5,229.559125,2.0228333333333333,-1.513,0.0029966648127543,4421478379499596288,229.559103,2.022819,-0.0793,-0.0582,0.1471,4.0192,-9.7474,0.0193,0.0198,0.0182,-0.1953,14.071,1.0293,3,1.0,-0.0788478102943378,-0.0581790187066454,-0.0683599955204184,0.1173796344310606,0.0979886493726701,-143.57769211186786,-0.0146853334344405,-0.1350385446775859,0.8746444520664275,0.0029966648127543,0.0472,0.9528
30137,56.163,-397.009,17.753,0.0053,35,17.7,0.0009,225,16.999,0.0008,256,16.572,0.0044,31,16.139,0.0015,76,0.944,-0.021,0.208,304.0,229.5602083333333,2.025555555555556,-1.5079999999999991,0.005653317610041,4421478826176196224,229.560195,2.025548,-0.0782,-0.0555,0.1491,4.1124,-9.8887,0.0636,0.0674,0.0614,-0.1963,16.7919,0.9689,3,1.0,-0.0777563609005932,-0.0554500742429599,0.0248679944178484,-0.0288275782246306,0.0955026826536986,-144.50634895303955,-0.0035093610641593,0.0379095080103224,0.7465272613068581,0.005653317610041,0.08324,0.91676
28924,32.699,-369.137,17.773,0.0037,38,17.718,0.0008,225,17.017,0.0008,254,16.592,0.0013,30,16.156,0.0016,79,0.958,0.04,0.188,305.5,229.55366666666663,2.033305555555556,-1.5070000000000014,0.0041868842830916,4421478821880017408,229.553673,2.033289,-0.0847,-0.0477,-0.03,4.02,-9.8597,0.0667,0.0734,0.0689,-0.1912,16.8103,0.9681,3,1.0,-0.084273875747675,-0.0477087425242559,-0.067744935168219,0.0011088285868972,0.0968411598793628,-150.48512961409068,0.0584072664804,-0.0343394374454337,0.7528885528458181,0.0041868842830916,0.0814,0.9186
30330,60.014,-363.832,16.998,0.0042,37,16.835,0.0006,230,16.057,0.0005,260,15.601,0.0027,35,15.145,0.0014,81,1.009,0.029,0.27,314.0,229.56125,2.034777777777778,-1.527000000000001,0.0045077710678338,4421478826176203264,229.561265,2.034762,-0.0771,-0.0463,0.189,4.0068,-9.7953,0.0404,0.0431,0.0402,-0.2183,15.8342,1.0284,3,1.0,-0.0766865932911445,-0.0462361302581434,-0.0806947140225131,0.0683613063431921,0.089546710335162,-148.91324784222243,0.0338085055158104,-0.1002092312659385,0.7481712092604629,0.0045077710678338,0.08296,0.91704
30972,71.992,-341.599,17.78,0.0059,39,17.799,0.0009,228,17.101,0.0007,258,16.669,0.0027,33,16.241,0.0013,80,0.998,0.044,0.207,311.5,229.56458333333333,2.0409444444444444,-1.5769999999999982,0.0061741396161732,4421478856243402752,229.564595,2.040939,-0.0738,-0.0401,0.1261,4.2469,-9.6959,0.0678,0.0788,0.0742,-0.3023,16.8894,0.9623,3,1.0,-0.0733584144063478,-0.0400592903510778,0.1595166895567173,0.1713671522736856,0.083583513372228,-151.362092838209,-0.2221339732886659,-0.0739511530438637,0.1571796959940123,0.0061741396161732,0.95548,0.04452
32032,89.481,-406.93,18.039,0.0053,39,18.02,0.0009,225,17.335,0.0008,255,16.917,0.0016,32,16.487,0.0019,80,0.981,0.044,0.135,308.0,229.56945833333333,2.0228055555555557,-1.5139999999999991,0.0057723478758647,4421478757456713472,229.569455,2.022793,-0.0689,-0.0582,0.218,4.2111,-9.6667,0.0803,0.0809,0.0759,-0.2441,17.1355,0.929,3,1.0,-0.0685022708348111,-0.0582055020590694,0.1238796089123583,0.2014003881110044,0.0898912764370056,-139.6458700580217,-0.2248120844037543,-0.0732652751416476,0.6603445557204572,0.0057723478758647,0.14192,0.85808
33000,105.065,-406.812,18.024,0.0045,37,18.037,0.0009,225,17.341,0.0007,250,16.917,0.0019,28,16.479,0.0028,75,1.031,0.136,0.109,300.0,229.57379166666664,2.0228333333333333,-1.570999999999998,0.0054506880299646,4421478757456711168,229.573784,2.022819,-0.0646,-0.0582,-0.0094,3.9413,-9.8713,0.0834,0.0891,0.0866,-0.3542,17.1797,0.9637,3,1.0,-0.0641759702644961,-0.0581796840797256,-0.1457879123009896,-0.0097407603628932,0.0866223458410482,-137.8056508364871,0.1145523708578502,-0.0907014449519626,0.1992302092767747,0.0054506880299646,0.93276,0.06724
32953,104.593,-366.687,17.997,0.0059,37,17.977,0.0009,226,17.289,0.0008,256,16.853,0.0042,28,16.439,0.0011,76,1.003,0.074,0.162,304.0,229.57366666666664,2.0339722222222223,-1.518000000000001,0.0061351446600711,4421478787523367680,229.573656,2.033969,-0.0647,-0.0471,0.1792,4.0085,-9.7523,0.0808,0.0851,0.0805,-0.288,17.0838,0.9527,3,1.0,-0.0643034472211857,-0.0470296835947531,-0.0785895225415345,0.1137048972522805,0.0796663320578424,-143.8193408037125,-0.0036894898819681,-0.1381720101064933,0.6323961215567018,0.0061351446600711,0.16488,0.83512
32614,99.353,-332.659,16.629,0.003,37,16.444,0.0006,230,15.657,0.0004,259,15.19,0.0012,33,14.719,0.0011,80,1.138,0.117,0.253,312.0,229.5722083333333,2.0434166666666664,-1.5399999999999974,0.0033060550509633,4421478860535942912,229.572201,2.043423,-0.0662,-0.0376,0.1339,4.0731,-9.7416,0.0324,0.0361,0.0357,-0.3611,15.4287,1.0542,3,1.0,-0.0657571433420046,-0.0375756262236004,-0.0140382720460351,0.124912336845167,0.0757359200551275,-150.25504267834674,-0.0497853939063621,-0.1154191471626234,0.7118987243007106,0.0033060550509633,0.10404,0.89596
34142,122.401,-361.048,16.447,0.0036,37,16.246,0.0006,231,15.433,0.0005,262,14.952,0.002,35,14.474,0.0009,79,1.052,-0.003,0.286,314.5,229.578625,2.035555555555556,-1.570999999999998,0.0038065732621348,4421478791816457216,229.578607,2.035535,-0.0598,-0.0455,0.1201,4.0799,-9.9665,0.0294,0.0318,0.0306,-0.2859,15.1866,1.0791,3,1.0,-0.0593555117958818,-0.0454638781142243,-0.00703676279994,-0.1076684606873868,0.0747665767153754,-142.54937197606054,0.0710571041795691,0.0811966834489429,0.4822187422144697,0.0038065732621348,0.42212,0.57788
37583,167.241,-1259.96,16.194,0.0049,6,16.109,0.0049,9,15.341,0.0043,16,14.851,0.0041,9,14.422,0.0052,14,1.474,0.084,0.166,27.0,229.59108333333333,1.785861111111111,-1.602000000000004,0.0099533913818356,4421458691369414528,229.591085,1.785829,-0.0473,-0.2952,0.0685,4.1637,-9.9216,0.0346,0.035,0.0285,0.0349,15.1018,1.0399,3,0.99994,-0.0468922080805965,-0.2951689972284522,0.0772069834700826,-0.0684650896823361,0.2988705674761635,-99.02689332931956,0.0555035113447895,0.0869927987258644,0.27363701947847,0.0099533913818356,0.86816,0.13184
69590,390.76,-1250.21,17.747,0.0136,6,17.729,0.0214,9,17.025,0.0021,14,16.575,0.0104,7,16.158,0.0139,12,1.034,0.032,0.581,24.0,229.65316666666664,1.7885555555555557,-1.5529999999999973,0.0359734624410828,4421458588290196096,229.653201,1.788539,0.0148,-0.2925,0.109,3.9831,-9.9497,0.0769,0.087,0.0757,-0.0737,16.8154,0.9953,3,0.99998,0.0151935942522577,-0.2924596568039808,-0.1014164813215126,-0.0930000797448447,0.2928540526682266,-87.02609604133137,0.0876132336344928,-0.1061048481846705,0.3624992062988439,0.0359734624410828,0.70828,0.29172
