ID,x_1,y_1,U,sigma_U,N_U,B,sigma_B,N_B,V,sigma_V,N_V,R,sigma_R,N_R,I,sigma_I,N_I,chi,sharp,vary,wt,ra_1,dec_1,cc,sigma_cc,source_id,ra_2,dec_2,x_2,y_2,plx,pmra,pmdec,plxe,pmrae,pmdece,pmcorr,g_mag,bp_rp,qflag,memberprob,x,y,mu_x,mu_y,r,theta,mu_r,mu_t,Del_CUBI,Del_CUBI_sigma
51075,278.003,-362.775,15.375,0.0026,44,14.709,0.0007,257,13.678,0.0005,294,13.092,0.0016,35,12.544,0.0015,104,1.759,0.159,0.661,359.5,229.621875,2.0350555555555556,-1.4989999999999988,0.0031606961258558216,4421478100328619648,229.621856,2.035056,-0.0165,-0.046,0.1389,4.0633,-9.783,0.016,0.0187,0.0173,-0.3092,13.3683,1.2852,3,1.0,-0.016133817555183064,-0.045943912539139584,-0.022224150331164375,0.0853223823082457,0.04869438538792784,-109.34940479305705,-0.07313951403773247,-0.049238534371170775,1.0297907726848368,0.0031606961258558216
60112,333.243,-392.406,17.531,0.0033,37,17.455,0.0011,243,16.736,0.001,269,16.304,0.003,31,15.854,0.0023,86,1.182,0.22,0.364,325.5,229.63720833333332,2.0268333333333333,-1.5249999999999986,0.004312771730569565,4421477894170193792,229.637212,2.026823,-0.0012,-0.0542,0.0832,3.9712,-9.7064,0.081,0.0744,0.0827,-0.4666,16.5463,1.0138,3,1.0,-0.0007875070108767406,-0.054176991730106705,-0.11382552017466481,0.1654249904658338,0.054182714957966345,-90.8327824997522,-0.16375314437730482,-0.11621783090472729,0.6315848225278585,0.004312771730569565
58035,320.761,-378.601,16.463,0.003,38,16.3,0.0006,252,15.488,0.0004,278,15.007,0.0026,34,14.53,0.0009,97,1.212,0.118,0.247,342.0,229.63374999999996,2.0306666666666664,-1.607000000000001,0.0032449961479175905,4421477894170193024,229.633741,2.030662,-0.0047,-0.0504,0.1397,4.0196,-9.7546,0.0342,0.0395,0.0372,-0.3107,15.2482,1.0802,3,1.0,-0.004256325375392701,-0.05033798777984286,-0.06553811608838939,0.11541893420159365,0.05051761395221295,-94.83314464448426,-0.10948667049223482,-0.07502962093181469,0.21753237305395468,0.0032449961479175905
57487,317.395,-376.688,16.867,0.0034,38,16.744,0.0007,252,15.986,0.0005,278,15.532,0.0021,34,15.073,0.001,98,1.246,0.131,0.181,342.5,229.63279166666663,2.0311944444444445,-1.5479999999999983,0.0036796738985948197,4421478100328622848,229.632804,2.031194,-0.0056,-0.0498,0.1137,3.9333,-9.9237,0.0443,0.0529,0.0489,-0.2868,15.7703,1.0375,3,1.0,-0.005192735233297272,-0.04980598517737666,-0.15186905660115985,-0.05964045215414481,0.05007594890456086,-95.95211134933055,0.07506731992610262,-0.14486577016393237,0.5922683180938889,0.0036796738985948197
59877,331.939,-379.319,16.883,0.0051,38,16.687,0.0007,251,15.906,0.0005,281,15.455,0.002,34,14.996,0.0012,97,1.229,0.146,0.295,343.0,229.63683333333333,2.030472222222222,-1.4950000000000028,0.005331978994707312,4421477898461302784,229.636846,2.030457,-0.0016,-0.0506,0.0611,3.8269,-9.8431,0.0427,0.0456,0.048,-0.4435,15.6905,1.0344,3,1.0,-0.0011532754427133187,-0.05054299302305556,-0.2581374835542927,0.024036225309535125,0.050556148864162986,-91.3071317575988,-0.01814139660751691,-0.2586186193451706,1.0353010116360513,0.005331978994707312
61975,344.492,-395.996,17.236,0.0061,38,17.143,0.0013,244,16.428,0.0009,273,15.999,0.0027,35,15.548,0.0018,88,1.271,0.29,0.513,331.5,229.6403333333333,2.0258333333333334,-1.5020000000000007,0.006620422947214173,4421477894170194432,229.640336,2.025824,0.0019,-0.0552,0.156,3.9651,-9.9539,0.0546,0.0617,0.0678,-0.5273,16.2283,1.0009,3,1.0,0.0023345399895843637,-0.05517598974373799,-0.11982400084191334,-0.09055517956256119,0.055225355781235566,-87.57721508979215,0.08540891535028265,-0.12354492665447175,0.8522516601459618,0.006620422947214173
63614,354.179,-378.484,16.984,0.0037,38,16.838,0.0008,252,16.078,0.0005,281,15.625,0.0019,35,15.164,0.0007,97,1.252,0.12,0.241,344.0,229.64304166666665,2.0306944444444444,-1.5280000000000005,0.0039319206502675,4421571730616010368,229.643033,2.03069,0.0046,-0.0503,0.1064,4.2969,-10.056,0.0473,0.0467,0.0487,-0.4196,15.8527,1.0285,3,1.0,0.005029839219354962,-0.0503099855130367,0.21206412518831538,-0.195853634989885,0.05056079434596062,-84.29071410410508,0.21597844998611063,0.19152845394936419,0.7358827013061509,0.0039319206502675
57384,316.832,-332.457,16.466,0.0026,44,16.226,0.0011,261,15.429,0.0008,289,14.963,0.002,42,14.484,0.0011,113,1.57,0.272,0.599,367.0,229.63266666666664,2.043472222222222,-1.5019999999999971,0.0032233522922572393,4421571936774421504,229.632651,2.043482,-0.0058,-0.0375,0.1158,3.7777,-9.8717,0.0338,0.0469,0.0393,-0.1954,15.206,1.0622,3,1.0,-0.005345598316324562,-0.037517988257963486,-0.30747405879314704,-0.005413838623629452,0.03789689781874208,-98.10897762663028,0.04873087907466262,-0.3036361439354429,0.9728048043779589,0.0032233522922572393
74236,421.771,-590.857,18.133,0.004,36,18.1,0.0013,222,17.427,0.0011,248,17.027,0.0037,25,16.585,0.0033,70,1.065,0.118,0.337,293.0,229.66183333333333,1.9716944444444446,-1.4820000000000029,0.005501817881391568,4421474458192696448,229.66181,1.971702,0.0234,-0.1093,0.019,4.1194,-9.6828,0.0912,0.1002,0.1061,-0.3595,17.2561,0.9485,3,0.99999,0.023795902408264964,-0.10929775417051688,0.035166549319980644,0.18982528970070503,0.11185814247582698,-77.71744699942073,-0.1779991839011978,0.07474367753555343,0.9066595485076484,0.005501817881391568
69644,391.108,-574.128,18.02,0.0042,38,17.977,0.001,226,17.286,0.0008,249,16.87,0.0039,27,16.427,0.0016,75,0.985,-0.011,0.278,300.0,229.65329166666666,1.9763611111111112,-1.5070000000000014,0.004711687595755899,4421474668647782912,229.653289,1.976345,0.0149,-0.1047,0.0778,3.9762,-9.9606,0.0858,0.1,0.1135,-0.4875,17.0878,0.9493,3,1.0,0.015279905162645113,-0.10465486777644711,-0.1083049279422702,-0.09820817074712389,0.10576444039035549,-81.6933469670091,0.08153093860919551,-0.12135694569154325,0.7222691861023963,0.004711687595755899
